标题,关键字
不动产登记一窗受理数据共享系统设计与实现,"['不动产登记', '业务集成办理', 'SSM三层架构', '数据共享', '数据接口']"
一种基于众包的数据标注系统,"['众包', '数据标注', 'SSM', 'Web开发']"
应用SSM框架的资产管理系统的设计与实现,"['资产管理系统', 'SSM框架', 'Spring', '计提折旧', '权限管理']"
基于SSM框架的公文流转系统的设计与实现,"['公文流转', 'SSM框架', '公文审核']"
基于SSM框架的Web应用安全机制研究,"['Web安全', 'Shiro', 'SSM框架集']"
实验室智能管理系统的研究与实现,"['实验室管理', '分布式Web平台', 'Docker容器', 'PSO', 'SSM']"
基于SSM框架的高校学生平时成绩管理系统的设计与实现,"['平时成绩管理', 'Bootstrap框架', 'SSM框架', '量化指标', '数据分析']"
基于SpringBoot的校园文章发布系统设计与实现,"['校园文章发布平台', 'SpringBoot', 'Maven', '分层设计']"
基于SSM框架的高校信息采集管理系统设计与实现,"['管理系统', '系统开发', '框架']"
小议基于SSM的水电站设备管理系统的设计及实现,"['水电站设备管理系统', 'MVC设计', 'Spring+SpringMVC+Mybatis框架']"
基于SSM框架的高校学籍管理系统的研究,"['学籍管理', '信息查询', 'SSM']"
基于云计算的旅游信息聚合客户端的研发,"['Python', '网络爬虫', '互联网技术', 'SSM框架', 'Hadoop']"
基于SSM框架vue的Web网盘系统的设计与实现,"['文件上传', 'SSM', 'vue', 'Web网盘系统', '系统设计']"
基于IC卡刷卡消费系统的设计与实现,"['IC卡', 'SSM框架', '射频识别']"
基于J2EE的六项机制安全风险管理平台设计与实现,"['J2EE', '六项机制', 'Spring Boot']"
基于Java的家电维修应用软件设计和实现,"['家电维修', '应用软件', 'Android', 'Java SSM']"
钾离子电池正极材料的制备及其性能和应用研究,"['钾离子电池', '正极', '一体化电极', '全电池', '柔性电池']"
基于用户行为的音乐推荐系统设计与实现,"['音乐推荐系统', '个性化推荐算法', '协同过滤', 'SSM架构']"
基于SSM框架的汽车资讯标注系统的设计与实现,"['SSM框架', '数据标注', '身份验证', 'Shiro安全控制框架']"
基于微服务架构的生鲜订购平台的设计与实现,"['微服务', 'SSM', '小程序', '生鲜平台']"
基于SSM框架的微生物数据分析与挖掘平台的设计与实现,"['微生物学', 'SSM框架', '数据分析', '服务平台']"
面向课堂视频服务系统的设计与实现,"['智慧课堂', 'SSM', '课堂视频管理系统', '课堂评分', '课堂直播']"
基于SSM企业级框架的微信公众平台构建以航拍服务号为例,"['SSM企业级框架', '微信公众平台', '系统构建', '航拍服务']"
BS架构代码自动生成系统的设计与实现,"['代码自动生成', 'SSM架构', '实体描述文件', '代码模板']"
基于计算机视觉的智能废料瓶分类系统,"['废料瓶分类', '开源硬件', '软件开发', '图像识别', '深度学习']"
面向高并发的分布式购物平台设计与实现,"['分布式购物平台', '高并发', '负载均衡', 'Dubbo框架']"
基于Web的手机App智慧医疗多媒体管理系统,"['移动端', 'APP', '智慧医疗', '手术室', 'SSM框架']"
基于云服务器的SSM框架后台搭建与实现,"['云服务器', 'SSM框架', '微信小程序', 'MSQL数据库']"
基于SSM的在线学习平台设计与实现,"['在线学习', 'B/S架构', 'SSM框架']"
基于Android平台的影院票务管理系统的设计与实现,"['RESTful', 'SSM框架']"
基于SSM框架的学子商城系统的设计与实现,"['学子商城', '系统', '软件']"
基于WebSocket协议的即时通讯系统的开发,"['WebSocket', '即时通讯系统', 'Hadoop Mapreduce', 'SSM']"
基于SSM构建RESTful API服务,['nan']
协同工作平台的设计与实现,"['协同工作平台', 'CSCW', 'Docker', 'SSM', '容器']"
基于SSM的摄影爱好者论坛的设计,"['SSM', '摄影', '论坛']"
城建档案一体化安全管理系统设计与实现,"['档案一体化', '安全管理', 'Java EE', 'SSM']"
基于SPOC的在线教学平台建设与应用探讨,"['SPOC教学模式', '在线教学平台', '多维度评价', 'SSM框架']"
法务通便民法律平台的设计与实现,"['法律平台', 'SSM', '案件委托']"
一种Java EE平台的代码生成方法,"['Java EE', 'Velocity', '代码生成']"
基于SSM的职工食堂二维码餐票管理系统的实现,"['SSM', '职工食堂', '二维码', '餐票', '管理系统']"
基于SSM框架的高校服务平台的设计,"['SSM框架', 'Web开发', '设计', '平台']"
基于SSM框架的投资项目经济评价系统分析与实现,"['投资建设项目', '经济分析', 'SSM', 'B/S']"
基于Bootstrap技术的培训机构综合业务管理系统的设计与实现,"['响应式', '综合业务管理', '培训机构', 'SSM']"
上海丁嘉综合管理系统设计与实现,"['综合管理', '权限', 'SSM', '信息化']"
基于SpringBootSSM框架的Web应用系统搭建与实现,"['SpringBoot框架', 'SSM框架', 'Web应用系统', '功能实现']"
互联网时代宠物共享饲养平台构建,"['宠物共享', '线上互动+交易', '模块实现']"
基于SSM框架的物流管理系统的设计实现,"['SSM框架', '物流管理', 'MVC模式', 'B/S模式', 'MYSQL数据库']"
基于大数据的教务管理系统的设计与实现,"['教务管理', 'SSM框架', '大数据']"
基于SSM的企业网站设计与实现,"['企业网站', 'SSM框架', 'Web应用']"
基于SSM的实验申报系统,"['实验申报', '数据统计', 'B/S架构', 'SSM框架']"
基于SSM框架的学生信息管理系统,"['信息管理', 'SSM框架', 'MySQL数据库']"
基于SSM框架的高校信息采集与管理系统,"['SSM框架', '信息管理系统', '信息收集']"
基于SSM的翻转课堂管理系统的研究与设计,"['技术框架', '设计', '系统实现']"
基于SSM和Shiro的火电SIS系统的设计与实现,"['火电SIS系统', 'SSM框架', 'Shiro', 'OAuth2协议']"
Hadoop分布式视频存储与管理系统的设计和实现,"['Hadoop', 'hdfs', '分布式存储', '在线视频', 'SSM']"
基于SSM的实验室管理系统设计,"['实验室管理', 'SSM', '微信小程序', '代码生成器']"
基站自动化全网配置工具的研究与重构设计,"['全网配置工具', '新架构', '基站自动化']"
特困人员救助供养信息管理系统的设计与实现,"['特困救助机构', '信息管理系统', '辅助决策', '决策树', '随机森林']"
专业认证与课程目标达成评价机制的实现,"['课程评价系统', '专业认证', 'SSM框架', '目标达成度']"
基于SSM的母婴购物网站的设计与实现,"['购物', 'B/S架构', 'SSM']"
基于SSM框架开发平台的教学案例式实践,"['SSM框架', 'POJO', '教学案例']"
基于SSM的人事管理系统的设计与实现,"['人事管理', 'SSM', 'JQuery', 'Ajax', 'LayUI']"
基于SSM技术的在线考试系统的研究与实现,"['在线考试系统', 'SSM', 'B/S', 'MySql']"
基于SSM的高校大创项目管理平台设计与实现,"['大学生创新训练计划项目', 'SSM', 'Shiro', 'Easy UI', '在线管理和监控']"
基于SSM框架的高校教学设备管理系统设计与实现,"['教学设备', '信息化管理', '精细化管理', 'SSM框架']"
基于SSM框架的医学实验管理系统设计与实现,"['医学院校', '实验管理', 'SSM框架', '资源管理', '资源开放共享', '系统设计']"
基于SSM框架的图书在线销售系统的研究和设计,"['SSM框架', 'Java Bean', '图书', '在线销售']"
凉山供电公司输电线路信息管理系统的设计与实现,"['电力系统', '输电线路', '信息系统', 'SSM框架']"
基于SSM框架的企业人事管理考勤系统的设计与实现,"['SSM框架', '人事管理考勤系统', '指纹考勤', 'ID3算法']"
基于SSM框架的在线电影评论投票系统设计,"['电影', 'SSM框架', '评论', '投票']"
基于Web和Android的APP信息统一推送系统的设计与实现,"['Android', '推送', 'SSM框架', 'WebSocket']"
基于SSM的冷链云平台设计与实现,"['冷链', '云平台', '数据监控', '报警推送', 'SSM']"
基于SSM框架的试题库与考试系统设计与实现,"['SSM框架', '试题库', '网络考试']"
基于Javaweb的宿舍报修系统的设计与实现,"['宿舍管理', '报修', 'SSM']"
基于分布式集群技术的SSM购物商城系统设计,"['J2EE', '分布式集群', 'SSM', 'Redis', '高并发']"
MVC架构下的教培信息发布系统的设计与实现,"['MVC分层设计', 'SSM框架', 'B/S模式']"
基于SSM框架的CRM系统的实现,"['CRM系统', 'SSM', 'Java', '客户管理']"
基于JAVA的智能家居购物系统设计与实现,"['智能家居', '网上购物系统', '系统设计']"
大学生精品课程网站的设计与开发,"['SSM框架', 'Bootstrap框架', 'Java', '在线答疑']"
在线教师日志管理系统的设计与实现,"['教师日志', '成绩管理', '数据分析', '审阅日志', 'SSM']"
基于SSM框架的微博矩阵管理系统设计与开发,"['微博矩阵管理', 'SSM框架', '统一建模语言', 'LayUI框架']"
基于FreeMarkerECharts以及SSM的数据可视化平台,"['数据可视化', 'FreeMarker模板', 'eCharts插件', 'SSM后台']"
基于SSM框架的考试报名系统的设计与实现,"['SSM', '信息收集', '考试报名系统']"
基于SSM架构的高校智能报修管理系统设计与实现,"['SSM', '智慧校园', '智能报修系统']"
铁路营业线施工安全监管系统的设计与实现,"['铁路营业线施工', '安全监管', '信息系统', 'B/S架构', 'SSM框架']"
基于协同过滤推荐算法的选课系统的设计与实现,"['选课', '个性化', '推荐系统', '精确推荐']"
基于SSM的某制药企业制造执行系统的设计与实现,"['GMP规范', '制造执行系统', '可视化', 'MVC']"
基于SSM的产品营销决策系统设计与实现,"['SSM', '产品营销决策系统', '可视化展示', '时间序列模型']"
在线旅游平台中门票管理系统的设计与实现,"['门票管理系统', 'SSM框架', 'Echarts']"
光大置业帮帮忙服务平台运营管理系统的设计与实现,"['软件工程', '运营管理系统', 'SSM框架']"
基于SSM框架的个人服装定制系统,"['服装定制', '信息系统', '图像处理', '三维人体测量']"
互联网情境下德育游戏的设计与开发研究以立德航海棋为例,"['“互联网+德育”', '德育游戏', '网络游戏', '小学德育', '系统开发']"
基于Java的包装纸盒远程定制系统的设计开发,"['包装纸盒', '远程定制', 'SSM框架', '界面设计', 'Java']"
基于大数据的农产品价格预测模型研究与实现,"['农产品价格', '价格预测', '支持向量回归', 'SDP-SVR', '多维预测', 'SSM']"
基于指纹识别的Windows网络化登录设计与实现,"['Credential Provider', 'C/S模式登录认证', 'B/S模式信息采集', '集中管理']"
基于SSM框架的信息系统全生命周期管理平台的设计与开发,"['SSM框架', '角色权限', '网络安全', '信息系统']"
基于微信小程序的资讯平台设计与开发,"['微信小程序', 'SSM框架', '信息资讯', 'MYSQL数据库']"
基于JavaEE的领航手机商城的设计与实现,"['SSM', 'Java EE', '手机商城']"
单车模拟试验台多终端调试系统设计与实现,"['中国标准动车组', '多终端调试系统', 'SSM业务框架', 'Android操作系统']"
三重一大管理系统的开发,"['SSM框架', 'Activiti流程引擎', '信息系统']"
大数据时代下基于SSM框架的语音标注系统的设计与实现,"['SSM框架', '语音标注', 'RESTful API']"
欧洲中央银行单一监管机制研究,"['欧洲中央银行', '单一监管机制', '重要银行', '银行联盟']"
基于Web的疲劳寿命分析网络平台的研发,"['裂纹扩展寿命', '损伤容限', 'B/S结构', '分析平台']"
健康医疗信息助手的研究与实现,"['信息助手', '健康医疗', '信息推荐', 'SSM']"
基于云平台的情景交互式康复训练及评估系统,"['康复训练', '康复评估', '人体姿态估计', '情景交互', 'OpenPose', 'Kinect', '云平台']"
基于SSM与JQuery的微校园在线系统,"['校园在线', 'B/S架构', 'HBuilder', 'SSM框架']"
基于照片的景点360场景重现与游玩线路规划系统,"['全景照片', '旅游线路规划', 'SSM框架', '系统设计', '场景重现']"
基于自定义表单的企业测评系统的设计与实现,"['Vue', '自定义表单', '组件化', '测评']"
基于SSM框架的电商管理系统的设计与实现,"['AngularJS框架', 'SSM框架', '前端分层开发', 'MD5加密算法', '加“盐”Bcrypt加密算法']"
基于深度学习的安全帽检测系统设计与实现,"['深度学习', '目标检测', 'Tensorflow', 'SSD算法', '模型训练']"
注塑MES制造系统的手机移动端设计与实现,"['数字化车间', '移动端MES', '注塑车间', 'SSM框架', '甘特图']"
铁路事故调查辅助系统的设计与实现,"['辅助管理系统', '铁路事故调查', 'SSM框架', 'MySQL数据库']"
基于互联网的小汤山苗圃植物电子档案建立,"['苗圃', '植物电子档案', 'SSM框架', 'Mysq1', '叶片识别']"
博物馆在线办公平台的设计与实现,"['博物馆', 'SSM', '在线办公']"
基于SSM的数字化古籍书库的设计与实现,"['数字化古籍', 'SSM架构', 'ElasticSearch搜索引擎', 'FastDFS分布式文件系统', '个性化推荐', 'FunkSVD算法', '聚类推荐算法']"
基于CAN总线的车辆数据采集与远程监控系统研发,"['数据采集', 'Android手机', 'CAN', '远程监控']"
基于SSM的高校选课教务系统的设计与实现,"['选课系统', 'SSM', 'Nginx', 'Tomcat', '高并发']"
基于SSM框架的家校一体化教育平台的设计与实现,"['家校教育', 'SSM框架', '教育平台']"
定制拍摄交易平台的设计与实现,"['定制拍摄', '交易平台', '全景图像', 'SSM']"
通用卫星星座运管系统的设计与实现,"['商业航天', '卫星运管', '任务分配', 'java']"
面向警务的视频督察系统的设计与实现,"['督察工作', '视频资源', 'SSM框架', '异常监测']"
基于LBS服务平台帆船航线分析系统的设计与实现,"['帆船航线', '信息管理', '轨迹分析']"
选品系统的设计与实现,"['选品', 'SSM', '推荐算法']"
外贸交易平台的设计与实现,"['外贸交易平台', 'MVC模式', 'SSM框架', 'Java EE']"
基于Spring框架的客服系统的设计与实现,"['工单系统', 'IVR技术', '电话销售系统', 'SSM框架', '客服系统']"
个性化推荐汽车租赁系统的设计与实现,"['汽车租赁', 'SSM框架', '协同过滤算法']"
电商系统中基于改进遗传算法的查询重写优化研究,"['电子商务', '查询重写优化', '遗传算法', '萤火虫算法', 'FCM算法']"
基于物联网的在线门禁自动识别系统的设计与实现,"['仓库管理', '单片机', '射频识别技术', 'SSM框架', '4G应用']"
智能仓储管理系统的设计与实现,"['仓库管理', '智能仓储', 'SSM', '多AGV冲突预防']"
T市交通信息共享平台研究及应用,"['交通信息共享平台', 'SOA', 'DUBBO', '交通流量预测', 'XGBOOST']"
基于主题模型的科研异构网络排序方法研究,"['异构信息网络', '主题模型', 'NetClus算法', '排序方法']"
智慧农业大棚测控及信息管理系统,"['传感器', '数据采集', 'WiFi模块', '信息管理', 'B/S架构', 'SSM框架']"
通信教学实验排队系统的设计与实现,"['通信教学', '任务调度', '实验建模', '架构设计']"
基于SSM框架的电子商城项目的设计与实现,"['电子商务', 'SSM框架', '分层设计思想']"
浅析SSM的图书管理系统相关技术研究,"['图书管理系统', 'Eclipse', 'MySQL', 'SSM']"
某网络视频监控系统的设计与实现,"['视频节目', '节目预警', '高危人员预警', '信息采集']"
基于SSM框架的网上商城系统的设计与实现,"['网上商城', '分布式', '面向服务', '后台管理']"
基于SSM框架的立体化样书系统的设计与实现,"['互联网+', '个性化学习', '立体化样书', '资源共享']"
智能专线物流系统的整体设计与营运及调度子系统的实现,"['物流运输', '智能调度', '信息管理系统', 'SSM框架']"
基于协同过滤推荐算法的教务助手的设计与开发,"['个性化推荐系统', '协同过滤', 'SVD', '教务系统', 'SSM框架']"
MCSN中基于参与者能力和数据质量的激励机制,"['激励机制', '数据质量', '多属性逆向拍卖', '参与者能力', 'MCSN']"
语音通话行为异常客户分析与挖掘的研究与实现,"['语音通话记录', '异常客户挖掘', 'AD-Kmeans算法', 'SVM算法']"
电信前台业务统一支撑平台的研究与设计,"['电信前台业务', '统一支撑', '工单流转', '工作流', '商机自动评估', '层次分析', '模糊评价']"
IPv6环境下自动核验的网站备案管理系统的研究与应用,"['IPv6', '爬虫', 'HD5信息摘要算法', '朴素贝叶斯']"
基于SSM框架的律师工作平台,"['律师工作平台', 'SSM框架', 'B/S架构', '案件', '流程', '文件管理']"
智慧农药信息管理系统的研究与实现,"['本体', 'SSM框架', '微信小程序', 'B/S体系结构']"
基于SSM和Spring Boot框架技术的手机POS前置平台应用,"['手机POS', '前置平台', 'SSM架构', 'Spring Boot框架']"
基于SSM架构的项目管理平台设计,"['SSM架构', '可视化打分', '在线评审']"
基于SPD模式的医院高值耗材管理系统的设计与实现,"['SPD模式', '熵权法', 'VIKOR法', '指数平滑法', 'SSM框架']"
虚拟仿真实验管理平台的设计与开发,"['管理平台', '实验教学', 'SSM', '禁言管理', '词库构建']"
基于安卓的虚拟仿真实验教学资源管理系统的设计与实现,"['虚拟仿真实验', '教学资源管理', 'Android', 'SSM', '信息检索', '排序算法']"
基于云平台的企业文档管理系统的设计与实现,"['云平台', '文档管理', '访问控制', '共享']"
基于SOA的MotorX平台的设计与实现,"['SOA', 'MotorX', 'SSM框架', '数据共享']"
基于SSM的工商电子监察系统的设计与实现,"['行政管理', '电子监察', 'J2EE']"
基于Java的图书馆座位管理系统的研究,"['图书馆', '座位预订', 'Java EE', 'SSM']"
燃气管道腐蚀评估系统的设计与实现,"['管道腐蚀环境因素', '腐蚀评估模型', '机器学习', 'GIS', 'SSM框架']"
植物辨识交互系统的设计及实现,"['Java', 'SSM', 'MySQL', 'Tomcat', '辨识', '管理']"
基于多用户移动节点的体温监护系统的设计与实现,"['体温监测', 'ZigBee+GPRS', 'B/S+C/S', 'Android', '后台管理系统', 'KNN分类算法', '数据补全算法']"
位置服务信息集成与搜索系统的研究与实现,"['爬虫模型', '动态调节', 'ElasticSearch', '领域词库', '个性化搜索']"
基于SSM框架的高校积欠考系统设计开发与实现,"['积欠考管理', 'J2EE平台', 'B/S架构', 'SSM框架']"
基于SSM框架的智能Web系统研发,"['SSM框架', 'Web系统', '框架设计', '研发思路']"
SWIM核心服务的主动移交机制研究,"['广域信息管理系统', '服务移交', '可生存性', '抗毁度', '安全性']"
B2B电子商务平台系统的设计与研发,"['B2B电子商务平台', 'SSM框架', 'Solr搜索服务器', '电子商务商城']"
基于SSM的农业生产合作社管理平台的设计与实现,"['软件工程', '农业生产合作社', '合作生产', 'SSM框架']"
农产品管理平台的设计和实现,"['SSM框架', 'JSP框架', '农产品']"
基于SSM框架的类案系统的设计与实现,"['类案推荐', '判罚预测', 'Lucene全文检索', 'SSM框架']"
基于SSH和SSM构建电力公司网站的研究与分析,"['SSH', 'SSM', '电力公司', '建站']"
二维码教室课表系统设计与开发,"['二维码', 'SSM框架', '教室课表', '管理系统']"
基于改进积雪深度模型的北极海冰厚度反演及应用,"['积雪深度', '海冰厚度', '航线规划', '交叉定标', '北极']"
我国困境儿童福利问题探讨,"['困境儿童', '儿童福利', 'SSM', '适度普惠']"
重要产品追溯城市平台设计与实现,"['追溯数据', '数据挖掘', '关联规则', '聚类分析', '回归预测']"
SETT框架下初中英语语法课堂新手和专家教师话语对比研究,"['教师话语自我评价框架', '新手教师', '专家教师', '语法课堂', '教师话语']"
基于可佩戴血压计的医疗监护系统的设计与实现,"['单片机', '通用无线分组服务', 'SSM框架技术', '监护系统']"
铁路货运数据分析系统的设计与实现,"['数据挖掘', 'K-Means聚类', '铁路货运', 'SSM']"
基于Android的掌上自驾游服务系统的设计与实现,"['自驾游', '服务系统', '安卓系统', '交互']"
动作电子游戏对多目标视觉搜索能力的影响及机制,"['动作电子游戏经验', '多目标视觉搜索', '搜索策略', '共同需求假说', '一般学习假说']"
基于数据挖掘技术的高校智慧宿舍系统的研究与实现,"['数据挖掘', 'SSM框架', 'MySQL数据库', 'AJAX技术', '智慧宿舍系统']"
语音监督系统的设计与实现,"['SIP', 'SSM', '实时监听', '研判统计']"
基于可移动网关节点的远程数据传输控制系统的研究,"['可移动网关', '远程数据传输', '视频监控', '云服务器', '移动客户端']"
基于人物属性的行人重识别分析与研究,"['行人重识别', '深度学习', '行人检测', '人物属性', '特征融合']"
共享单车企业研发管理平台的设计与实现,"['需求管理', '项目管理', 'SSM', '数据图表']"
海洋类数据交易平台的设计与开发,"['海洋', '数据交易', 'SSM', 'Vue']"
涉海类数据竞赛平台的设计与开发,"['数据竞赛', '涉海类数据', 'Vue框架']"
基于损伤容限的疲劳寿命分析网络平台的研发,"['损伤容限', '疲劳扩展寿命', 'Java', '焊接缺陷', '浏览器/服务器']"
基于物联网的医疗设备管理系统的设计与实现,"['物联网', '医疗设备', '管理系统', 'MQTT']"
面向学生的健康管理系统的设计与实现,"['健康管理', 'Spring', 'MyBatis', 'MVC', '风险评估']"
基于微信小程序的校园导览系统的设计与实现,"['校园导览', '微信小程序', 'MINA', 'SSM']"
3D实体地质模型共享系统的设计与实现,"['3D实体地质模型', '共享', 'SSM框架', 'Java']"
基于SSM注塑成型生产管理系统的设计与实现,"['注塑机', 'MES', 'SSM', 'Bootstrap', 'Java']"
基于数据挖掘的叉车租赁系统设计与研究,"['数据挖掘', '贝叶斯动态模型', '叉车租赁系统', 'SSM框架']"
基于J2EE架构的超市管理系统的研究与开发,"['中小型超市', '管理信息系统', 'SSM框架', 'B/S开发模式', 'MVC']"
数字河流信息系统分析查询子系统设计与开发,"['数字河流', '智慧水利', '河长制', 'LM算法', 'B/S架构', 'SSM框架']"
远程机房动环监控系统的设计与实现,"['监控', '统一管理', '服务器集群', '负载均衡']"
车间刀具全生命周期管理系统设计与实现,"['刀具管理', '寿命预测', '轻量级企业框架', '卷积神经网络']"
基于SSM的设备信息管理系统设计与实现,"['SSM', '设备信息管理', 'MySQL', 'MVC']"
共享图书平台系统的研究与实现,"['共享图书', 'SSM', '文本分类', 'OCR', '爬虫']"
电信营销活动定向推送管理系统,"['推荐算法', '电信营销活动', '协同过滤', '决策树', '基于内容相似度']"
面向HXD2B型机车数据管理及故障诊断系统的设计与实现,"['HXD2B', '机车数据管理', '故障诊断', 'SSM']"
自动轨道衡综合技术服务网络平台的设计与实现,"['自动轨道衡', '信息系统', '管理', 'SSM框架']"
基于SSM框架的英语口语考试系统的设计与实现,"['JAVAWEB', 'MySQL', '口语考试', '深度学习']"
基于CS架构的昆虫识别系统,"['昆虫识别', '移动应用', '迁移学习', 'Keras', 'SSM']"
基于SSM应急资源管理系统的设计与实现,"['应急管理', 'SSM', 'maven', 'Shiro']"
基于SSM的宠物店信息系统的设计与实现,"['SSM', '模块化开发', '宠物商城', '信息系统']"
基于O2O模式的商城购物平台,"['Dubbo技术', '电子商务', 'redis技术', '分布式']"
广播电视智能手机APP系统设计研究,"['Android', '广播电视APP', 'SSM', '智能设备']"
基于SETT框架的高中英语教师课堂话语研究,"['教师话语', '模式', '模式转换', '模式序列']"
SETT框架下高中英语语法课和阅读课教师话语个案研究,"['Walsh教师话语自我评估理论', '模式', '交际特征', '教学目标']"
电商推荐系统中查询优化研究,"['电子商务', '查询优化', '分面搜索', '缓存', 'SSM框架', 'Solr搜索技术']"
采用人脸身份识别的智慧门禁系统,"['人脸识别', '智慧门禁', '置信度', '数据库', 'SSM框架']"
县级农村饮水安全信息监管平台设计与实现,"['农村饮水安全', '巩固提升工程', '信息监管平台', '系统集成', 'SCADA系统', 'SSM框架']"
基于机器学习的肾病辅助诊断系统的研究,"['肾病辅助诊断', '随机森林', 'SSM框架', '多分类问题']"
基于SSM框架的在线考试系统的开发与设计,"['在线考试系统', 'SSM框架技术', 'Java Web技术']"
基于云平台的水土保持数据监测系统研究与实现,"['水土保持', '数据监测', '云平台', 'SSM框架', '卡尔曼滤波']"
高速公路车道监测管理系统的设计与实现,"['高速公路', '智能车道感知', '轨迹复现', 'Java EE', 'Canvas']"
个性化推荐算法在微信电商平台的研究与实现,"['个性化推荐', '协同过滤', '电商平台', '微信公众号', '微信小程序']"
基于SSM框架的银行客户积分管理系统设计与实现,"['积分管理系统', 'SSM', 'Layui']"
基于SSM框架的消防员智慧营区管理系统设计与实现,"['智慧营区', '管理系统', 'SSM', '自动化测试工具']"
基于SSM框架的铁路外部环境安全管理系统的设计与实现,"['铁路外部环境', 'SSM框架', '管理信息系统', '需求分析', '系统设计']"
基于机器学习与链路预测的医疗问答检测与推荐系统,"['医患问答', '双向长短时记忆网络', '链路预测', 'SSM框架']"
基于物联网技术的冷链食品运输预警系统的研究与设计,"['物联网技术', 'Zigbee协议', '冷链运输', 'BP神经网络', '温度预警']"
智慧社区O2O商城系统的设计与实现,"['智慧社区', '社区O2O', '分布式服务', 'SSM框架', 'SOA', '个性化推荐']"
大同市精准扶贫数据平台的设计与实现,"['精准扶贫', 'B/S架构', '数据平台']"
便携式微生物检测系统的云存储与共享系统,"['云存储', '共享', 'Android', 'HDFS', '小文件存储优化']"
基于Web的电子招投标系统的设计与实现,"['电子招投标', 'Java EE', '模型-视图-控制器(MVC)', 'SSM框架']"
基于BS架构的企业内部管理系统的设计与实现,"['管理', 'B/S架构', '加密算法', 'SSM框架', 'MySql数据库']"
基于SSM框架的教育技术学专业实验课程评价系统的设计研究,"['SSM框架', '评价系统', '设计']"
互联网高校实验室信息管理平台的构建与研究,"['“互联网+”', '实验室', 'SSM', 'java']"
基于SSM框架的B2C电商平台的设计与实现,"['B2C电商平台', '分布式架构', 'SpringMVC', 'Spring', 'Mybatis']"
比零坊大学生消费行为分析平台设计与实现,"['三层架构', 'k-近邻算法', '消费行为分析', '理智消费']"
基于SSM框架的高校教师业绩考核系统设计与实现,"['SSM框架', '高校教师', '业绩考核', '系统开发']"
基于协同过滤的团队订餐系统设计与实现,"['团队订餐', '协同过滤', '数据挖掘', 'SSM']"
基于SSM框架的在线教学系统的设计,"['在线教学', '系统设计', 'SSM框架']"
对数BirnbaumSaunders回归模型的变量选择,"['对数Birnbaum-Saunders模型', '惩罚函数', 'MH算法', '变量选择', '坐标下降法', '贝叶斯分层模型', '随机模拟']"
基于SSM框架的高并发电子商务平台设计与实现,"['电子商务平台', 'SSM', '高并发', '协同过滤算法']"
支持云培训的教学资源管理平台设计与关键技术实现,"['教学资源', '资源管理', '架构设计', '信息模型', '资源共享']"
Java EE应用开发课程教学改革研究,"['Java EE课程', '教学改革', '模块化教学', '任务驱动教学法']"
教师任务跟踪及日程管理系统,"['任务跟踪', '信息化', 'J2EE', 'SSM']"
Java程序设计在线考试系统的开发,"['在线考试', 'SSM', 'JavaWeb', 'Spring', 'SpringMVC', 'Mybatis']"
基于Java web的宠物店管理系统的设计,"['Java', 'web', 'SSM框架', '宠物店管理']"
铅酸蓄电池在线监测与维护系统的设计及实现,"['铅酸蓄电池', '在线监测', '维护', '后备电源']"
基于SSM框架的电力公司在线客服系统的设计与实现,"['电力公司', '在线客服', 'SSM', 'J2EE', 'Web网页']"
中小型医院门诊管理信息系统的设计与实现,"['门诊管理信息系统', 'SSM框架', '就医流程']"
商业银行信用卡风险管理系统设计与实现,"['JavaEE技术', 'SSM框架', '信用卡风险管理']"
华融黄金投资项目管理系统设计与实现,"['黄金', '项目管理系统', '软件开发', '统计查询']"
基于容器的算法开发系统的设计与实现,"['容器技术', '算法开发', 'Kubernetes']"
滇越铁路文化遗产数字化保护Web平台的设计与实现,"['滇越铁路', '数字化保护', 'Spring Boot', 'SSM框架']"
基于智能手机的WIFI信号采集与分析系统,"['人员流动轨迹', 'APP软件', 'WiFi指数信息', '手机品牌', '小区入住率']"
施工测量设备信息管理系统的设计与实现,"['施工测量设备', '信息管理', 'SSM', '自动']"
城乡一体化智慧物流配送系统的设计与实现,"['物流配送', '蚁群算法', '最优路径']"
基于SSM框架的高校科研管理系统设计与实现,"['Spring MVC', 'Spring', 'MyBatis', '科研管理']"
基于SSM和Lucene的水利文献检索系统设计,"['信息检索系统', '面向水利领域', '文献检索系统', '文检索框架']"
进出口货物申报系统的设计与实现,"['电子口岸', '单一窗口', '货物申报']"
基于SSM框架下用户注册登录界面的设计与实现,"['SSM', 'Web', '用户注册']"
针对SSM框架Web系统的相关思考,"['智能Web系统', '效率', 'SSM框架']"
SSM框架条件分页查询研究与实现,"['SSM框架', 'PageHelper', '条件分页查询']"
基于微信小程序的O2O模式校园快递的设计与实现,"['微信小程序', 'O2O', 'Spring']"
基于SSM框架的分布式架构二手书交易系统,"['SSM', '分布式体系结构', '二手书交易', 'MVC', 'mysql']"
基于SSM的创客教育教学资源库研发系统,"['SSM', '创客资源', '教育系统', 'Java语言']"
基于SSM框架的分布式车险下单系统的设计与实现,"['SSM', 'Dubbo', '车险下单', '分布式系统']"
基于分布式集群架构下的SSM电商购物平台设计,"['B/S模式', 'Java语言', '分布式集群', 'SOA方式', 'Maven管理工具']"
基于JavaEE和Android的移动学习平台系统的设计与实现,"['SSM', 'Android', '蓝牙', 'BootStrap', 'LruCache', 'JavaEE', '移动学习平台系统']"
